股票代码,股票简称,最新价,最新涨跌幅,涨停[20260429],首次涨停时间[20260429],最终涨停时间[20260429],涨停明细数据[20260429],连续涨停天数[20260429],涨停原因类别[20260429],涨停封单量[20260429],涨停封单额[20260429],涨停封单量占成交量比[20260429],涨停封单量占流通a股比[20260429],涨停开板次数[20260429],a股市值(不含限售股)[20260429],几天几板[20260429],涨停类型[20260429],market_code,code
002176.SZ,江特电机,16.09,9.9794941900205,涨停, 13:45:41, 14:53:50,"[{""code"":""002176.SZ"",""time"":1777441541331,""openTime"":1777441568871,""duration"":27540,""updatedTime"":1777441568871,""firstVol"":124494.0,""highestVol"":124494.0,""firstVolDivLTGB"":7.308443679909821E-5,""firstVolDivVol"":4.053675199982808E-4,""highestVolDivLTGB"":7.308443679909821E-5,""highestVolDivVol"":4.053675199982808E-4},{""code"":""002176.SZ"",""time"":1777441871135,""openTime"":1777441909971,""duration"":38836,""updatedTime"":1777441909971,""firstVol"":165492.0,""highestVol"":165492.0,""firstVolDivLTGB"":9.715238979192861E-5,""firstVolDivVol"":5.098468352230926E-4,""highestVolDivLTGB"":9.715238979192861E-5,""highestVolDivVol"":5.098468352230926E-4},{""code"":""002176.SZ"",""time"":1777441940915,""openTime"":1777441973018,""duration"":32103,""updatedTime"":1777441973018,""firstVol"":23200.0,""highestVol"":23200.0,""firstVolDivLTGB"":1.36196036253882E-5,""firstVolDivVol"":7.093529811063528E-5,""highestVolDivLTGB"":1.36196036253882E-5,""highestVolDivVol"":7.093529811063528E-5},{""code"":""002176.SZ"",""time"":1777442381692,""openTime"":1777444100654,""duration"":1718962,""updatedTime"":1777444100654,""firstVol"":1.34207E7,""highestVol"":1.50059E7,""firstVolDivLTGB"":0.007878647171346871,""firstVolDivVol"":0.03924071022448755,""highestVolDivLTGB"":0.008809241812164345,""highestVolDivVol"":0.04370326190261435},{""code"":""002176.SZ"",""time"":1777444188219,""openTime"":1777444247222,""duration"":59003,""updatedTime"":1777444247222,""firstVol"":275100.0,""highestVol"":275100.0,""firstVolDivLTGB"":1.61497972299323E-4,""firstVolDivVol"":7.649840308540779E-4,""highestVolDivLTGB"":1.61497972299323E-4,""highestVolDivVol"":7.649840308540779E-4},{""code"":""002176.SZ"",""time"":1777444267633,""openTime"":1777444522736,""duration"":255103,""updatedTime"":1777444522736,""firstVol"":585900.0,""highestVol"":5429100.0,""firstVolDivLTGB"":3.4395369672909253E-4,""firstVolDivVol"":0.0016213292658510947,""highestVolDivLTGB"":0.0031871633639049602,""highestVolDivVol"":0.015017133572716066},{""code"":""002176.SZ"",""time"":1777444543571,""openTime"":1777444635494,""duration"":91923,""updatedTime"":1777444635494,""firstVol"":129060.0,""highestVol"":380660.0,""firstVolDivLTGB"":7.576491568502591E-5,""firstVolDivVol"":3.5400328312947243E-4,""highestVolDivLTGB"":2.234671687948393E-4,""highestVolDivVol"":0.001041734826462867},{""code"":""002176.SZ"",""time"":1777444844308,""openTime"":1777444885870,""duration"":41562,""updatedTime"":1777444885870,""firstVol"":438395.0,""highestVol"":438395.0,""firstVolDivLTGB"":2.573606091100026E-4,""firstVolDivVol"":0.0011849826922708379,""highestVolDivLTGB"":2.573606091100026E-4,""highestVolDivVol"":0.0011849826922708379},{""code"":""002176.SZ"",""time"":1777445630013,""openTime"":null,""duration"":369987,""updatedTime"":1777446000000,""firstVol"":1717080.0,""highestVol"":2334880.0,""firstVolDivLTGB"":0.0010080150428052402,""firstVolDivVol"":0.004493056627669345,""highestVolDivLTGB"":0.0013706956945192413,""highestVolDivVol"":0.006101823898845115}]",1,锂矿放量+电机+低空经济,1748980,28141088.2,0.45560425693977363,0.1026741997790149,8,27408139786.4,首板涨停,放量涨停,33,002176
002192.SZ,融捷股份,99.29,10.004431641923333,涨停, 13:51:11, 13:51:11,"[{""code"":""002192.SZ"",""time"":1777441871135,""openTime"":null,""duration"":4128865,""updatedTime"":1777446000000,""firstVol"":2737900.0,""highestVol"":2737900.0,""firstVolDivLTGB"":0.01056624164407648,""firstVolDivVol"":0.07071792186479381,""highestVolDivLTGB"":0.01056624164407648,""highestVolDivVol"":0.07071792186479381}]",1,一季报大增+锂矿+负极材料,485224,48177890.96,1.2136278564740441,0.18726009114669512,0,25727794248.62,首板涨停,放量涨停,33,002192
002199.SZ,*ST东晶,10.23,5.030800821355238,涨停, 10:16:39, 10:16:39,"[{""code"":""002199.SZ"",""time"":1777428999960,""openTime"":null,""duration"":11565502,""updatedTime"":1777446000000,""firstVol"":941100.0,""highestVol"":1398600.0,""firstVolDivLTGB"":0.004075223966380454,""firstVolDivVol"":0.2079408618045051,""highestVolDivLTGB"":0.006056325830814689,""highestVolDivVol"":0.28443560094087866}]",1,业绩改善+申请撤销退市风险警示+碳酸锂+石英晶体,732499,7493464.7700000005,14.540036964496656,0.31719237914671305,0,2362435311.39,首板涨停,放量涨停,33,002199
002210.SZ,飞马国际,3.31,9.966777408637883,涨停, 09:31:12, 09:31:12,"[{""code"":""002210.SZ"",""time"":1777426272131,""openTime"":null,""duration"":14293331,""updatedTime"":1777446000000,""firstVol"":9.7455527E7,""highestVol"":1.11213727E8,""firstVolDivLTGB"":0.03670271043906275,""firstVolDivVol"":0.8292391521972144,""highestVolDivLTGB"":0.0418841839409475,""highestVolDivVol"":0.8886780252655457}]",3,固废处理+黄金供应链+一季度扭亏,26102734,86400049.54,14.030610822951415,0.9830546477573081,0,8788936580.19,3天3板,放量涨停,33,002210
002227.SZ,*ST特迅,9.14,5.057471264367831,涨停, 11:08:48, 11:08:48,"[{""code"":""002227.SZ"",""time"":1777432128110,""openTime"":null,""duration"":8437352,""updatedTime"":1777446000000,""firstVol"":4452200.0,""highestVol"":4461100.0,""firstVolDivLTGB"":0.018103027344841965,""firstVolDivVol"":0.41535583256724834,""highestVolDivLTGB"":0.018139215508753987,""highestVolDivVol"":0.41607356605199336}]",1,业绩改善+储能+充电桩,1516900,13864466.0,12.813276544616878,0.616784559979129,0,2247862041.24,3天2板,放量涨停,33,002227
002289.SZ,*ST宇顺,34.82,5.00603136308807,涨停, 09:30:00, 09:30:00,"[{""code"":""002289.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":890200.0,""highestVol"":1319850.0,""firstVolDivLTGB"":0.0032437998775452794,""firstVolDivVol"":7.350949628406275,""highestVolDivLTGB"":0.004809401559624957,""highestVolDivVol"":5.470880829015544}]",3,一季报增长+IDC并购完成+算力租赁+盛合晶微上市,1034700,36028254.0,324.5608531994981,0.3770343443379129,0,9555695533.06,3天3板,一字涨停||缩量涨停,33,002289
002348.SZ,高乐股份,10.59,9.968847352024913,涨停, 10:53:44, 14:40:18,"[{""code"":""002348.SZ"",""time"":1777431224197,""openTime"":1777431745485,""duration"":521288,""updatedTime"":1777431745485,""firstVol"":3.77315E7,""highestVol"":3.77315E7,""firstVolDivLTGB"":0.04175995790055256,""firstVolDivVol"":1.2438950029518667,""highestVolDivLTGB"":0.04175995790055256,""highestVolDivVol"":1.2438950029518667},{""code"":""002348.SZ"",""time"":1777432385075,""openTime"":1777432404237,""duration"":19162,""updatedTime"":1777432404237,""firstVol"":494300.0,""highestVol"":494300.0,""firstVolDivLTGB"":5.470746508949586E-4,""firstVolDivVol"":0.013068681991562438,""highestVolDivLTGB"":5.470746508949586E-4,""highestVolDivVol"":0.013068681991562438},{""code"":""002348.SZ"",""time"":1777432698789,""openTime"":1777432747744,""duration"":48955,""updatedTime"":1777432747744,""firstVol"":1299300.0,""highestVol"":1299300.0,""firstVolDivLTGB"":0.0014380216344483507,""firstVolDivVol"":0.033054888363366564,""highestVolDivLTGB"":0.0014380216344483507,""highestVolDivVol"":0.033054888363366564},{""code"":""002348.SZ"",""time"":1777432765572,""openTime"":1777441229175,""duration"":3029065,""updatedTime"":1777441229175,""firstVol"":72900.0,""highestVol"":4880400.0,""firstVolDivLTGB"":8.068327341744382E-5,""firstVolDivVol"":0.001831154585919431,""highestVolDivLTGB"":0.005401462929855869,""highestVolDivVol"":0.11269037108299132},{""code"":""002348.SZ"",""time"":1777441273680,""openTime"":1777442489440,""duration"":1215760,""updatedTime"":1777442489440,""firstVol"":174300.0,""highestVol"":712000.0,""firstVolDivLTGB"":1.9290939035199534E-4,""firstVolDivVol"":0.0038852179560463487,""highestVolDivLTGB"":7.880177047080933E-4,""highestVolDivVol"":0.015766776425870196},{""code"":""002348.SZ"",""time"":1777442556668,""openTime"":1777442578946,""duration"":22278,""updatedTime"":1777442578946,""firstVol"":1300.0,""highestVol"":1300.0,""firstVolDivLTGB"":1.4387963709557884E-6,""firstVolDivVol"":2.803854342096284E-5,""highestVolDivLTGB"":1.4387963709557884E-6,""highestVolDivVol"":2.803854342096284E-5},{""code"":""002348.SZ"",""time"":1777442659185,""openTime"":1777442728429,""duration"":69244,""updatedTime"":1777442728429,""firstVol"":87600.0,""highestVol"":114700.0,""firstVolDivLTGB"":9.69527400736362E-5,""firstVolDivVol"":0.001831588069654207,""highestVolDivLTGB"":1.269461105758684E-4,""highestVolDivVol"":0.0023981944502058723},{""code"":""002348.SZ"",""time"":1777442779499,""openTime"":1777442804301,""duration"":24802,""updatedTime"":1777442804301,""firstVol"":2700.0,""highestVol"":2700.0,""firstVolDivLTGB"":2.9882693858312528E-6,""firstVolDivVol"":5.6151328078733646E-5,""highestVolDivLTGB"":2.9882693858312528E-6,""highestVolDivVol"":5.6151328078733646E-5},{""code"":""002348.SZ"",""time"":1777442823301,""openTime"":1777442869753,""duration"":46452,""updatedTime"":1777442869753,""firstVol"":3200.0,""highestVol"":3200.0,""firstVolDivLTGB"":3.541652605429633E-6,""firstVolDivVol"":6.638584348442033E-5,""highestVolDivLTGB"":3.541652605429633E-6,""highestVolDivVol"":6.638584348442033E-5},{""code"":""002348.SZ"",""time"":1777442937130,""openTime"":1777443027553,""duration"":90423,""updatedTime"":1777443027553,""firstVol"":6900.0,""highestVol"":20700.0,""firstVolDivLTGB"":7.636688430457646E-6,""firstVolDivVol"":1.4173981057152203E-4,""highestVolDivLTGB"":2.2910065291372937E-5,""highestVolDivVol"":4.2379606294685914E-4},{""code"":""002348.SZ"",""time"":1777443082569,""openTime"":1777443222485,""duration"":139916,""updatedTime"":1777443222485,""firstVol"":27400.0,""highestVol"":638800.0,""firstVolDivLTGB"":3.032540043399123E-5,""firstVolDivVol"":5.564870055816053E-4,""highestVolDivLTGB"":7.070024013588904E-4,""highestVolDivVol"":0.012972415867547167},{""code"":""002348.SZ"",""time"":1777443255858,""openTime"":1777444502456,""duration"":1246598,""updatedTime"":1777444502456,""firstVol"":20500.0,""highestVol"":235500.0,""firstVolDivLTGB"":2.2688712003533586E-5,""firstVolDivVol"":4.108731218187898E-4,""highestVolDivLTGB"":2.6064349643083705E-4,""highestVolDivVol"":0.004677914372436036},{""code"":""002348.SZ"",""time"":1777444522736,""openTime"":1777444794111,""duration"":271375,""updatedTime"":1777444794111,""firstVol"":55700.0,""highestVol"":152500.0,""firstVolDivLTGB"":6.164689066325955E-5,""firstVolDivVol"":0.0010934851684933039,""highestVolDivLTGB"":1.6878188197750596E-4,""highestVolDivVol"":0.002990421943241674},{""code"":""002348.SZ"",""time"":1777444818163,""openTime"":null,""duration"":1181837,""updatedTime"":1777446000000,""firstVol"":29400.0,""highestVol"":216900.0,""firstVolDivLTGB"":3.253893331238475E-5,""firstVolDivVol"":5.748548178738709E-4,""highestVolDivLTGB"":2.400576406617773E-4,""highestVolDivVol"":0.004211703806424889}]",1,AI玩具+算力布局+此前实控人变更,204700,2167773.0,0.3971183370740445,0.022655509010357684,13,9568414459.41,首板涨停,放量涨停,33,002348
002354.SZ,天娱数科,5.95,9.981515711645102,涨停, 09:30:12, 09:30:12,"[{""code"":""002354.SZ"",""time"":1777426212131,""openTime"":null,""duration"":14353331,""updatedTime"":1777446000000,""firstVol"":6.473172E7,""highestVol"":9.6856394E7,""firstVolDivLTGB"":0.03981790472238745,""firstVolDivVol"":2.4919837480626335,""highestVolDivLTGB"":0.05957849827018376,""highestVolDivVol"":2.7236838782563026}]",1,一季报大增+算力租赁+AI应用,21241800,126388710.0,40.44254098829768,1.3066298385582984,0,9672877985.05,首板涨停,放量涨停,33,002354
002378.SZ,章源钨业,32.92,9.989976612094896,涨停, 13:28:20, 14:20:39,"[{""code"":""002378.SZ"",""time"":1777440500441,""openTime"":1777441541331,""duration"":1040890,""updatedTime"":1777441541331,""firstVol"":1.5061886E7,""highestVol"":1.5061886E7,""firstVolDivLTGB"":0.012602808711054014,""firstVolDivVol"":0.1655659376118818,""highestVolDivLTGB"":0.012602808711054014,""highestVolDivVol"":0.1655659376118818},{""code"":""002378.SZ"",""time"":1777443639933,""openTime"":null,""duration"":2360067,""updatedTime"":1777446000000,""firstVol"":9987340.0,""highestVol"":1.011044E7,""firstVolDivLTGB"":0.00835675794865651,""firstVolDivVol"":0.09122944060809811,""highestVolDivLTGB"":0.008459760039651671,""highestVolDivVol"":0.09225605951988769}]",1,一季报大增+钨价上涨+钨精矿,1915055,63043610.6,1.7169398515953886,0.160239373981104,1,39343395467.48,首板涨停,放量涨停,33,002378
002497.SZ,雅化集团,30.28,9.989102796948783,涨停, 13:38:45, 13:38:45,"[{""code"":""002497.SZ"",""time"":1777441125739,""openTime"":null,""duration"":4874261,""updatedTime"":1777446000000,""firstVol"":2.0102852E7,""highestVol"":2.0102852E7,""firstVolDivLTGB"":0.018972335761021517,""firstVolDivVol"":0.26636114828191687,""highestVolDivLTGB"":0.018972335761021517,""highestVolDivVol"":0.26636114828191687}]",1,固态电池+硫化锂+锂盐产能,902800,27336784.0,1.1073419753516323,0.08520295888886922,0,32084312982.2,首板涨停,放量涨停,33,002497
002498.SZ,汉缆股份,9.02,10.000000000000004,涨停, 10:19:59, 10:19:59,"[{""code"":""002498.SZ"",""time"":1777429199784,""openTime"":null,""duration"":11365678,""updatedTime"":1777446000000,""firstVol"":2.0549545E8,""highestVol"":2.0658765E8,""firstVolDivLTGB"":0.06176977788839472,""firstVolDivVol"":1.7994261761185115,""highestVolDivLTGB"":0.06209808175794368,""highestVolDivVol"":1.6997202904391724}]",1,一季报增长+500kV海缆+海上风电+特高压,15023697,135513746.94,8.817770029023045,0.45159658121507906,0,30007699920.0,首板涨停,放量涨停,33,002498
002512.SZ,ST达华,4.11,5.115089514066501,涨停, 09:30:00, 09:30:42,"[{""code"":""002512.SZ"",""time"":1777426200000,""openTime"":1777426212131,""duration"":12131,""updatedTime"":1777426212131,""firstVol"":179100.0,""highestVol"":179100.0,""firstVolDivLTGB"":1.636435729244397E-4,""firstVolDivVol"":0.020724848989793793,""highestVolDivLTGB"":1.636435729244397E-4,""highestVolDivVol"":0.020724848989793793},{""code"":""002512.SZ"",""time"":1777426242131,""openTime"":null,""duration"":14323331,""updatedTime"":1777446000000,""firstVol"":1.04235E7,""highestVol"":1.57217E7,""firstVolDivLTGB"":0.009523946300267434,""firstVolDivVol"":0.5139843588201067,""highestVolDivLTGB"":0.014364908768543629,""highestVolDivVol"":0.7187457140505994}]",1,一季报扭亏+卫星通信+商业航天,9147900,37597869.0,34.940720822574974,0.8358431271666568,1,4498196824.02,首板涨停,T字涨停||缩量涨停,33,002512
002520.SZ,日发精机,5.75,9.942638623326951,涨停, 09:35:06, 09:35:06,"[{""code"":""002520.SZ"",""time"":1777426506295,""openTime"":null,""duration"":14059167,""updatedTime"":1777446000000,""firstVol"":8.852568E7,""highestVol"":8.852568E7,""firstVolDivLTGB"":0.1233910276819445,""firstVolDivVol"":4.173983399437595,""highestVolDivLTGB"":0.1233910276819445,""highestVolDivVol"":4.173983399437595}]",1,扭亏为盈+人形机器人+高端机床,18226960,104805020.0,55.795973693458514,2.5405547022261734,0,4125280983.25,首板涨停,放量涨停,33,002520
002522.SZ,浙江众成,6.44,10.085470085470098,涨停, 13:02:08, 13:02:08,"[{""code"":""002522.SZ"",""time"":1777438928440,""openTime"":null,""duration"":7071560,""updatedTime"":1777446000000,""firstVol"":7.4229188E7,""highestVol"":7.4229188E7,""firstVolDivLTGB"":0.08201940059263604,""firstVolDivVol"":1.2275615403193303,""highestVolDivLTGB"":0.08201940059263604,""highestVolDivVol"":1.2275615403193303}]",1,一季报增长+POF热收缩膜+常德国资+光纤油膏,12610276,81210177.44,17.96979760665205,1.3933700565708789,0,5828328020.76,首板涨停,放量涨停,33,002522
002548.SZ,金新农,5.08,9.956709956709956,涨停, 09:51:28, 09:51:28,"[{""code"":""002548.SZ"",""time"":1777427488684,""openTime"":null,""duration"":13076778,""updatedTime"":1777446000000,""firstVol"":7.230255E7,""highestVol"":7.230255E7,""firstVolDivLTGB"":0.08987583863319795,""firstVolDivVol"":2.881848383451679,""highestVolDivLTGB"":0.08987583863319795,""highestVolDivVol"":2.881848383451679}]",1,机器人+生猪养殖+饲料,13924299,70735438.92,40.444574622341214,1.73086295020632,0,4086715179.36,首板涨停,放量涨停,33,002548
002568.SZ,百润股份,18.26,10.0,涨停, 09:30:42, 09:34:00,"[{""code"":""002568.SZ"",""time"":1777426242131,""openTime"":1777426272131,""duration"":30000,""updatedTime"":1777426272131,""firstVol"":1272200.0,""highestVol"":1272200.0,""firstVolDivLTGB"":0.0016671879719619032,""firstVolDivVol"":0.29826664456589447,""highestVolDivLTGB"":0.0016671879719619032,""highestVolDivVol"":0.29826664456589447},{""code"":""002568.SZ"",""time"":1777426392341,""openTime"":1777426425104,""duration"":32763,""updatedTime"":1777426425104,""firstVol"":1.3639724E7,""highestVol"":1.3639724E7,""firstVolDivLTGB"":0.017874535288225198,""firstVolDivVol"":1.5363866293811277,""highestVolDivLTGB"":0.017874535288225198,""highestVolDivVol"":1.5363866293811277},{""code"":""002568.SZ"",""time"":1777426440104,""openTime"":null,""duration"":14125358,""updatedTime"":1777446000000,""firstVol"":1.0874124E7,""highestVol"":1.0874124E7,""firstVolDivLTGB"":0.014250281982724617,""firstVolDivVol"":1.0741048849385424,""highestVolDivLTGB"":0.014250281982724617,""highestVolDivVol"":1.0741048849385424}]",1,业绩改善+威士忌新品+预调鸡尾酒,1516943,27699379.180000003,9.468790859882784,0.1987917877497096,2,13933864921.46,首板涨停,放量涨停,33,002568
002627.SZ,三峡旅游,7.56,10.043668122270734,涨停, 10:39:39, 10:39:39,"[{""code"":""002627.SZ"",""time"":1777430379395,""openTime"":null,""duration"":10186067,""updatedTime"":1777446000000,""firstVol"":4.56273E7,""highestVol"":4.56273E7,""firstVolDivLTGB"":0.06362923171527586,""firstVolDivVol"":1.758562147189994,""highestVolDivLTGB"":0.06362923171527586,""highestVolDivVol"":1.758562147189994}]",1,省际游轮首航+两坝一峡+宜昌国资,15767920,119205475.19999999,51.76534408846325,2.1989042423021585,0,5421130802.64,首板涨停,放量涨停,33,002627
002634.SZ,*ST棒杰,5.06,4.979253112033181,涨停, 09:44:11, 09:47:04,"[{""code"":""002634.SZ"",""time"":1777427051854,""openTime"":1777427066870,""duration"":15016,""updatedTime"":1777427066870,""firstVol"":1106400.0,""highestVol"":1106400.0,""firstVolDivLTGB"":0.0025018360534759137,""firstVolDivVol"":0.09307020643012164,""highestVolDivLTGB"":0.0025018360534759137,""highestVolDivVol"":0.09307020643012164},{""code"":""002634.SZ"",""time"":1777427126601,""openTime"":1777427164135,""duration"":37534,""updatedTime"":1777427164135,""firstVol"":933600.0,""highestVol"":933600.0,""firstVolDivLTGB"":0.0021110937631282655,""firstVolDivVol"":0.06233641365311682,""highestVolDivLTGB"":0.0021110937631282655,""highestVolDivVol"":0.06233641365311682},{""code"":""002634.SZ"",""time"":1777427193139,""openTime"":1777427209075,""duration"":15936,""updatedTime"":1777427209075,""firstVol"":80200.0,""highestVol"":80200.0,""firstVolDivLTGB"":1.8135145651551723E-4,""firstVolDivVol"":0.005019715841522188,""highestVolDivLTGB"":1.8135145651551723E-4,""highestVolDivVol"":0.005019715841522188},{""code"":""002634.SZ"",""time"":1777427224075,""openTime"":null,""duration"":13341387,""updatedTime"":1777446000000,""firstVol"":290400.0,""highestVol"":4466340.0,""firstVolDivLTGB"":6.56664126834242E-4,""firstVolDivVol"":0.017871429098920574,""highestVolDivLTGB"":0.010099467135829368,""highestVolDivVol"":0.24088004590718465}]",1,重整投资协议+无缝服装+ST板块,2973200,15044391.999999998,14.989135750187794,0.6723119083689973,3,2237710177.78,首板涨停,缩量涨停,33,002634
002645.SZ,华宏科技,23.43,9.999999999999995,涨停, 10:21:43, 10:21:43,"[{""code"":""002645.SZ"",""time"":1777429303045,""openTime"":null,""duration"":11262417,""updatedTime"":1777446000000,""firstVol"":4.0857328E7,""highestVol"":4.0857328E7,""firstVolDivLTGB"":0.07309950623636371,""firstVolDivVol"":1.9452485743671077,""highestVolDivLTGB"":0.07309950623636371,""highestVolDivVol"":1.9452485743671077}]",1,稀土永磁+扭亏为盈+汽车回收拆解+机器人,4708394,110317671.42,19.0255145227525,0.8423979085618559,0,13095672519.93,首板涨停,缩量涨停,33,002645
002652.SZ,扬子新材,6.18,9.964412811387893,涨停, 09:31:42, 09:32:57,"[{""code"":""002652.SZ"",""time"":1777426302341,""openTime"":1777426332341,""duration"":30000,""updatedTime"":1777426332341,""firstVol"":4035700.0,""highestVol"":4035700.0,""firstVolDivLTGB"":0.007881241407324085,""firstVolDivVol"":0.22533901077977783,""highestVolDivLTGB"":0.007881241407324085,""highestVolDivVol"":0.22533901077977783},{""code"":""002652.SZ"",""time"":1777426377341,""openTime"":null,""duration"":14188121,""updatedTime"":1777446000000,""firstVol"":1.82769E7,""highestVol"":2.43392E7,""firstVolDivLTGB"":0.03569260873640795,""firstVolDivVol"":0.6091954789228611,""highestVolDivLTGB"":0.047531558555180604,""highestVolDivVol"":0.7743692532849734}]",2,中芯国际概念+半导体洁净室+有机涂层板,11497920,71057145.6,33.03024279034814,2.245406824146982,1,3164555520.0,2天2板,放量涨停,33,002652
002655.SZ,共达电声,30.7,9.996417054819057,涨停, 13:15:40, 14:47:34,"[{""code"":""002655.SZ"",""time"":1777439740674,""openTime"":1777441481761,""duration"":1741087,""updatedTime"":1777441481761,""firstVol"":1.89663E7,""highestVol"":1.89663E7,""firstVolDivLTGB"":0.05223639915513106,""firstVolDivVol"":0.2773487887349565,""highestVolDivLTGB"":0.05223639915513106,""highestVolDivVol"":0.2773487887349565},{""code"":""002655.SZ"",""time"":1777441568871,""openTime"":1777441697351,""duration"":128480,""updatedTime"":1777441697351,""firstVol"":4783600.0,""highestVol"":4783600.0,""firstVolDivLTGB"":0.013174843749096289,""firstVolDivVol"":0.06473286326813271,""highestVolDivLTGB"":0.013174843749096289,""highestVolDivVol"":0.06473286326813271},{""code"":""002655.SZ"",""time"":1777442755241,""openTime"":1777442961763,""duration"":206522,""updatedTime"":1777442961763,""firstVol"":205000.0,""highestVol"":617100.0,""firstVolDivLTGB"":5.646046844562128E-4,""firstVolDivVol"":0.0025341272774696308,""highestVolDivLTGB"":0.0016995978086728238,""highestVolDivVol"":0.007614401101626528},{""code"":""002655.SZ"",""time"":1777443063865,""openTime"":1777443082569,""duration"":18704,""updatedTime"":1777443082569,""firstVol"":500.0,""highestVol"":500.0,""firstVolDivLTGB"":1.3770845962346651E-6,""firstVolDivVol"":6.105445935665695E-6,""highestVolDivLTGB"":1.3770845962346651E-6,""highestVolDivVol"":6.105445935665695E-6},{""code"":""002655.SZ"",""time"":1777443107272,""openTime"":1777443222485,""duration"":115213,""updatedTime"":1777443222485,""firstVol"":4100.0,""highestVol"":12500.0,""firstVolDivLTGB"":1.1292093689124255E-5,""firstVolDivVol"":5.001421135517775E-5,""highestVolDivLTGB"":3.442711490586663E-5,""highestVolDivVol"":1.5243177458633064E-4},{""code"":""002655.SZ"",""time"":1777443639933,""openTime"":1777443929239,""duration"":289306,""updatedTime"":1777443929239,""firstVol"":900.0,""highestVol"":30200.0,""firstVolDivLTGB"":2.4787522732223973E-6,""firstVolDivVol"":1.0847503386831613E-5,""highestVolDivLTGB"":8.317590961257377E-5,""highestVolDivVol"":3.6372833588264343E-4},{""code"":""002655.SZ"",""time"":1777444049725,""openTime"":1777444247222,""duration"":197497,""updatedTime"":1777444247222,""firstVol"":64600.0,""highestVol"":64600.0,""firstVolDivLTGB"":1.7791932983351872E-4,""firstVolDivVol"":7.73834337161777E-4,""highestVolDivLTGB"":1.7791932983351872E-4,""highestVolDivVol"":7.73834337161777E-4},{""code"":""002655.SZ"",""time"":1777445254192,""openTime"":null,""duration"":745808,""updatedTime"":1777446000000,""firstVol"":122600.0,""highestVol"":167900.0,""firstVolDivLTGB"":3.376611429967399E-4,""firstVolDivVol"":0.001362932461471589,""highestVolDivLTGB"":4.6242500741560056E-4,""highestVolDivVol"":0.0018435213783698616}]",1,增持+车载声学+股权激励,114400,3512080.0,0.12527060750769528,0.03150769556184914,7,11146737130.0,首板涨停,放量涨停,33,002655
002709.SZ,天赐材料,59.32,9.99443723345077,涨停, 13:15:17, 13:40:29,"[{""code"":""002709.SZ"",""time"":1777439717479,""openTime"":1777439771854,""duration"":54375,""updatedTime"":1777439771854,""firstVol"":187100.0,""highestVol"":187100.0,""firstVolDivLTGB"":1.2398849156448736E-4,""firstVolDivVol"":0.0014102763635148857,""highestVolDivLTGB"":1.2398849156448736E-4,""highestVolDivVol"":0.0014102763635148857},{""code"":""002709.SZ"",""time"":1777440224066,""openTime"":1777440252499,""duration"":28433,""updatedTime"":1777440252499,""firstVol"":2.1534535E7,""highestVol"":2.1534535E7,""firstVolDivLTGB"":0.01427062806623548,""firstVolDivVol"":0.1436291477355227,""highestVolDivLTGB"":0.01427062806623548,""highestVolDivVol"":0.1436291477355227},{""code"":""002709.SZ"",""time"":1777440299133,""openTime"":1777440876956,""duration"":577823,""updatedTime"":1777440876956,""firstVol"":1.4968942E7,""highestVol"":2.1058942E7,""firstVolDivLTGB"":0.009919703575073761,""firstVolDivVol"":0.09799196540017228,""highestVolDivLTGB"":0.013955459393500956,""highestVolDivVol"":0.13743737425822675},{""code"":""002709.SZ"",""time"":1777441229175,""openTime"":null,""duration"":4770825,""updatedTime"":1777446000000,""firstVol"":1.6192914E7,""highestVol"":1.6192914E7,""firstVolDivLTGB"":0.010730812297666861,""firstVolDivVol"":0.09418583062537211,""highestVolDivLTGB"":0.010730812297666861,""highestVolDivVol"":0.09418583062537211}]",1,一季报大增+固态电池+电解液龙头,3110457,184512309.24,1.7225344944862324,0.20612553260620026,3,89514533647.08,首板涨停,放量涨停,33,002709
002756.SZ,永兴材料,83.8,10.002625360987123,涨停, 11:03:29, 11:03:29,"[{""code"":""002756.SZ"",""time"":1777431809406,""openTime"":null,""duration"":8756056,""updatedTime"":1777446000000,""firstVol"":1.161225E7,""highestVol"":1.182228E7,""firstVolDivLTGB"":0.029999772061410235,""firstVolDivVol"":0.6586540468575868,""highestVolDivLTGB"":0.030542375960401217,""highestVolDivVol"":0.662518895239201}]",1,一季报大增+锂电+特钢,1930370,161765006.0,9.602269163288817,0.49870317978156237,0,32437131455.8,首板涨停,放量涨停,33,002756
002786.SZ,银宝山新,7.77,10.056657223796035,涨停, 09:44:59, 09:44:59,"[{""code"":""002786.SZ"",""time"":1777427099768,""openTime"":null,""duration"":13465694,""updatedTime"":1777446000000,""firstVol"":5.61151E7,""highestVol"":5.63504E7,""firstVolDivLTGB"":0.11356757172462924,""firstVolDivVol"":3.419192288475365,""highestVolDivLTGB"":0.11404377954795673,""highestVolDivVol"":3.381585343166966}]",1,一季报扭亏+半导体封装+国资背景,11417000,88710090.0,53.82762148578757,2.3106097403017936,0,3839250240.0,首板涨停,放量涨停,33,002786
